,State,Country,Last Update,Lat,Long,Confirmed,Recovered,Deaths,Active
515,Kaliningrad Oblast,Russia,2021-04-24 09:20:58,54.7293041,21.1489473,31396,29464,385,1547
516,Kalmykia Republic,Russia,2021-04-24 09:20:58,46.2313018,45.3275745,20342,19639,339,364
517,Kaluga Oblast,Russia,2021-04-24 09:20:58,54.4382773,35.5272854,33683,31778,306,1599
518,Kamchatka Krai,Russia,2021-04-24 09:20:58,57.1914882,160.0383819,14390,13741,217,432
519,Karachay-Cherkess Republic,Russia,2021-04-24 09:20:58,43.7368326,41.7267991,19970,19841,73,56
520,Karelia Republic,Russia,2021-04-24 09:20:58,62.6194031,33.4920267,45417,43443,450,1524
521,Kemerovo Oblast,Russia,2021-04-24 09:20:58,54.5335781,87.342861,34628,33558,654,416
522,Khabarovsk Krai,Russia,2021-04-24 09:20:58,51.6312684,136.121524,51526,49315,374,1837
523,Khakassia Republic,Russia,2021-04-24 09:20:58,53.72258845,91.44293627,22221,21441,521,259
524,Khanty-Mansi Autonomous Okrug,Russia,2021-04-24 09:20:58,61.0259025,69.0982628,55624,54301,790,533
525,Kirov Oblast,Russia,2021-04-24 09:20:58,57.9665589,49.4074599,41586,38748,342,2496
526,Komi Republic,Russia,2021-04-24 09:20:58,63.9881421,54.3326073,42994,41786,881,327
527,Kostroma Oblast,Russia,2021-04-24 09:20:58,58.424756,44.2533273,20423,17714,432,2277
528,Krasnodar Krai,Russia,2021-04-24 09:20:58,45.7684014,39.0261044,44773,39373,2589,2811
529,Krasnoyarsk Krai,Russia,2021-04-24 09:20:58,63.3233807,97.0979974,69539,64132,3428,1979
530,Kurgan Oblast,Russia,2021-04-24 09:20:58,55.7655302,64.5632681,20113,18721,380,1012
531,Kursk Oblast,Russia,2021-04-24 09:20:58,51.6568453,36.4852695,35934,33433,674,1827
532,Leningrad Oblast,Russia,2021-04-24 09:20:58,60.1853296,32.3925325,41983,39304,1122,1557
533,Lipetsk Oblast,Russia,2021-04-24 09:20:58,52.6935178,39.1122664,29383,26391,627,2365
534,Magadan Oblast,Russia,2021-04-24 09:20:58,62.48858785,153.9903764,8313,8153,99,61
535,Mari El Republic,Russia,2021-04-24 09:20:58,56.5767504,47.8817512,12951,12336,225,390
536,Mordovia Republic,Russia,2021-04-24 09:20:58,54.4419829,44.4661144,19856,17888,235,1733
537,Moscow,Russia,2021-04-24 09:20:58,55.7504461,37.6174943,1075242,980003,17923,77316
538,Moscow Oblast,Russia,2021-04-24 09:20:58,55.5043158,38.0353929,245578,202505,5727,37346
539,Murmansk Oblast,Russia,2021-04-24 09:20:58,68.0000418,33.9999151,50166,47586,1143,1437
540,Nenets Autonomous Okrug,Russia,2021-04-24 09:20:58,68.27557185,57.1686375,1094,1056,4,34
541,Nizhny Novgorod Oblast,Russia,2021-04-24 09:20:58,55.4718033,44.0911594,112711,107883,3093,1735
542,North Ossetia - Alania Republic,Russia,2021-04-24 09:20:58,42.7933611,44.6324493,16656,16015,194,447
543,Novgorod Oblast,Russia,2021-04-24 09:20:58,58.2843833,32.5169757,29649,27491,121,2037
544,Novosibirsk Oblast,Russia,2021-04-24 09:20:58,54.9720169,79.4813924,40581,37549,1727,1305
545,Omsk Oblast,Russia,2021-04-24 09:20:58,56.0935263,73.5099936,45315,42678,1371,1266
546,Orel Oblast,Russia,2021-04-24 09:20:58,52.9685433,36.0692477,33754,31543,548,1663
547,Orenburg Oblast,Russia,2021-04-24 09:20:58,52.0269262,54.7276647,41853,37931,823,3099
548,Penza Oblast,Russia,2021-04-24 09:20:58,53.1655415,44.7879181,44288,41640,605,2043
549,Perm Krai,Russia,2021-04-24 09:20:58,58.5951603,56.3159546,53734,48503,2115,3116
550,Primorsky Krai,Russia,2021-04-24 09:20:58,45.0819456,134.726645,43339,40724,707,1908
551,Pskov Oblast,Russia,2021-04-24 09:20:58,57.5358729,28.8586826,35762,25789,320,9653
552,Rostov Oblast,Russia,2021-04-24 09:20:58,47.6222451,40.7957942,86339,77317,3987,5035
553,Ryazan Oblast,Russia,2021-04-24 09:20:58,54.4226732,40.5705246,27465,25897,434,1134
554,Saint Petersburg,Russia,2021-04-24 09:20:58,59.9606739,30.1586551,410768,367807,12978,29983
555,Sakha (Yakutiya) Republic,Russia,2021-04-24 09:20:58,66.941626,129.642371,34576,33071,595,910
556,Sakhalin Oblast,Russia,2021-04-24 09:20:58,49.7219665,143.448533,22397,21998,41,358
557,Samara Oblast,Russia,2021-04-24 09:20:58,53.2128813,50.8914633,60244,57369,1415,1460
558,Saratov Oblast,Russia,2021-04-24 09:20:58,51.6520555,46.8631952,58077,52640,913,4524
559,Smolensk Oblast,Russia,2021-04-24 09:20:58,55.0343496,33.0192065,29096,27661,843,592
560,Stavropol Krai,Russia,2021-04-24 09:20:58,44.8632577,43.4406913,52407,49517,1325,1565
561,Sverdlovsk Oblast,Russia,2021-04-24 09:20:58,58.6414755,61.8021546,85384,78991,3008,3385
562,Tambov Oblast,Russia,2021-04-24 09:20:58,52.9019574,41.3578918,31158,28618,457,2083
563,Tatarstan Republic,Russia,2021-04-24 09:20:58,55.7648572,52.43104273,20203,17306,451,2446
564,Tomsk Oblast,Russia,2021-04-24 09:20:58,58.6124279,82.0475315,31952,31013,386,553
565,Tula Oblast,Russia,2021-04-24 09:20:58,53.9570701,37.3690909,38086,35699,1780,607
566,Tver Oblast,Russia,2021-04-24 09:20:58,57.1134475,35.1744428,39428,37522,850,1056
567,Tyumen Oblast,Russia,2021-04-24 09:20:58,58.8206488,70.3658837,34793,33167,451,1175
568,Tyva Republic,Russia,2021-04-24 09:20:58,51.4017149,93.8582593,15799,15330,201,268
569,Udmurt Republic,Russia,2021-04-24 09:20:58,57.1961165,52.6959832,32313,28989,801,2523
570,Ulyanovsk Oblast,Russia,2021-04-24 09:20:58,54.1463177,47.2324921,52821,50077,1122,1622
571,Vladimir Oblast,Russia,2021-04-24 09:20:58,56.0503336,40.6561633,31523,28937,1075,1511
572,Volgograd Oblast,Russia,2021-04-24 09:20:58,49.6048339,44.2903582,56151,53730,1065,1356
573,Vologda Oblast,Russia,2021-04-24 09:20:58,60.0391461,43.1215213,44463,41471,975,2017
574,Voronezh Oblast,Russia,2021-04-24 09:20:58,50.9800393,40.1506507,79429,74615,2582,2232
575,Yamalo-Nenets Autonomous Okrug,Russia,2021-04-24 09:20:58,67.1471631,74.3415488,38426,37185,415,826
576,Yaroslavl Oblast,Russia,2021-04-24 09:20:58,57.7781976,39.0021095,38063,36272,518,1273
577,Zabaykalsky Krai,Russia,2021-04-24 09:20:58,52.248521,115.956325,42077,40624,618,835
578,,Rwanda,2021-04-24 09:20:58,-1.9403,29.8739,24459,22696,328,1435
579,,Saint Kitts and Nevis,2021-04-24 09:20:58,17.357822,-62.782998,44,44,0,0
580,,Saint Lucia,2021-04-24 09:20:58,13.9094,-60.9789,4455,4290,70,95
581,,Saint Vincent and the Grenadines,2021-04-24 09:20:58,12.9843,-61.2872,1827,1703,10,114
582,,Samoa,2021-04-24 09:20:58,-13.759,-172.1046,3,2,0,1
583,,San Marino,2021-04-24 09:20:58,43.9424,12.4578,5047,4839,89,119
584,,Sao Tome and Principe,2021-04-24 09:20:58,0.1864,6.6131,2292,2227,35,30
585,,Saudi Arabia,2021-04-24 09:20:58,23.885942,45.079162,410191,393671,6878,9642
586,,Senegal,2021-04-24 09:20:58,14.4974,-14.4524,40022,38786,1097,139
587,,Serbia,2021-04-24 09:20:58,44.0165,21.0059,675904,0,6164,669740
588,,Seychelles,2021-04-24 09:20:58,-4.6796,55.492,5206,4675,26,505
589,,Sierra Leone,2021-04-24 09:20:58,8.460555,-11.779889,4044,2914,79,1051
590,,Singapore,2021-04-24 09:20:58,1.2833,103.8333,60943,60613,30,300
591,,Slovakia,2021-04-24 09:20:58,48.669,19.699,379476,255300,11458,112718
592,,Slovenia,2021-04-24 09:20:58,46.1512,14.9955,235711,220505,4195,11011
593,,Solomon Islands,2021-04-24 09:20:58,-9.6457,160.1562,20,18,0,2
594,,Somalia,2021-04-24 09:20:58,5.152149,46.199616,13459,5593,689,7177
595,,South Africa,2021-04-24 09:20:58,-30.5595,22.9375,1572985,1499110,54066,19809
596,,South Sudan,2021-04-24 09:20:58,6.877,31.307,10515,10250,114,151
597,Andalusia,Spain,2021-04-24 09:20:58,37.5443,-4.7278,541843,10671,9528,521644
598,Aragon,Spain,2021-04-24 09:20:58,41.5976,-0.9057,116374,3772,3423,109179
599,Asturias,Spain,2021-04-24 09:20:58,43.3614,-5.8593,50028,1063,1938,47027
600,Baleares,Spain,2021-04-24 09:20:58,39.710358,2.995148,58885,1533,798,56554
601,C. Valenciana,Spain,2021-04-24 09:20:58,39.484,-0.7533,389344,9970,7245,372129
602,Canarias,Spain,2021-04-24 09:20:58,28.2916,-16.6291,51617,1537,721,49359
603,Cantabria,Spain,2021-04-24 09:20:58,43.1828,-3.9878,28004,2287,554,25163
604,Castilla - La Mancha,Spain,2021-04-24 09:20:58,39.2796,-3.0977,182975,6392,5840,170743
605,Castilla y Leon,Spain,2021-04-24 09:20:58,41.8357,-4.3976,220867,8716,6735,205416
606,Catalonia,Spain,2021-04-24 09:20:58,41.5912,1.5209,572754,26203,13954,532597
607,Ceuta,Spain,2021-04-24 09:20:58,35.8894,-5.3213,5699,163,103,5433
608,Extremadura,Spain,2021-04-24 09:20:58,39.4937,-6.0679,73439,2652,1783,69004
609,Galicia,Spain,2021-04-24 09:20:58,42.5751,-8.1339,120579,9204,2366,109009
610,La Rioja,Spain,2021-04-24 09:20:58,42.2871,-2.5396,29208,3107,757,25344
611,Madrid,Spain,2021-04-24 09:20:58,40.4168,-3.7038,669268,40736,14905,613627
612,Melilla,Spain,2021-04-24 09:20:58,35.2923,-2.9381,8563,125,88,8350
613,Murcia,Spain,2021-04-24 09:20:58,37.9922,-1.1307,110257,2180,1585,106492
614,Navarra,Spain,2021-04-24 09:20:58,42.6954,-1.6761,58786,3905,1144,53737
615,Pais Vasco,Spain,2021-04-24 09:20:58,42.9896,-2.6189,180127,16160,4124,159843
616,Unknown,Spain,2021-04-24 09:20:58,,,0,0,0,0
617,,Sri Lanka,2021-04-24 09:20:58,7.873054,80.771797,99691,94036,638,5017
618,,Sudan,2021-04-24 09:20:58,12.8628,30.2176,33673,26411,2300,4962
619,,Suriname,2021-04-24 09:20:58,3.9193,-56.0278,9932,9002,193,737
620,Blekinge,Sweden,2021-04-24 09:20:58,56.2784,15.018,10724,0,125,10599
621,Dalarna,Sweden,2021-04-24 09:20:58,61.0917,14.6664,22804,0,326,22478
622,Gavleborg,Sweden,2021-04-24 09:20:58,61.3012,16.1534,32223,0,543,31680
623,Gotland,Sweden,2021-04-24 09:20:58,57.4684,18.4867,3533,0,48,3485
624,Halland,Sweden,2021-04-24 09:20:58,56.8967,12.8034,37018,0,306,36712
625,Jamtland Harjedalen,Sweden,2021-04-24 09:20:58,63.1712,14.9592,10419,0,118,10301
626,Jonkoping,Sweden,2021-04-24 09:20:58,57.3708,14.3439,38026,0,544,37482
627,Kalmar,Sweden,2021-04-24 09:20:58,57.235,16.1849,19461,0,223,19238
628,Kronoberg,Sweden,2021-04-24 09:20:58,56.7183,14.4115,17811,0,302,17509
629,Norrbotten,Sweden,2021-04-24 09:20:58,66.8309,20.3992,19953,0,248,19705
630,Orebro,Sweden,2021-04-24 09:20:58,59.535,15.0066,27167,0,318,26849
631,Ostergotland,Sweden,2021-04-24 09:20:58,58.3454,15.5198,34320,0,599,33721
632,Skane,Sweden,2021-04-24 09:20:58,55.9903,13.5958,136944,0,1669,135275
633,Sormland,Sweden,2021-04-24 09:20:58,59.0336,16.7519,21852,0,439,21413
634,Stockholm,Sweden,2021-04-24 09:20:58,59.6025,18.1384,222719,0,4160,218559
635,Uppsala,Sweden,2021-04-24 09:20:58,60.0092,17.2715,35174,0,513,34661
636,Varmland,Sweden,2021-04-24 09:20:58,59.7294,13.2354,15797,0,196,15601
637,Vasterbotten,Sweden,2021-04-24 09:20:58,65.3337,16.5162,20182,0,178,20004
638,Vasternorrland,Sweden,2021-04-24 09:20:58,63.4276,17.7292,22467,0,445,22022
639,Vastmanland,Sweden,2021-04-24 09:20:58,59.6714,16.2159,23883,0,340,23543
640,Vastra Gotaland,Sweden,2021-04-24 09:20:58,58.2528,13.0596,165866,0,2283,163583
641,,Switzerland,2021-04-24 09:20:58,46.8182,8.2275,646509,317600,10567,318342
642,,Syria,2021-04-24 09:20:58,34.802075,38.996815,21864,15551,1510,4803
643,,Taiwan*,2021-04-24 09:20:58,23.7,121.0,1090,1044,11,35
644,,Tajikistan,2021-04-24 09:20:58,38.861,71.2761,13308,13218,90,0
645,,Tanzania,2021-04-24 09:20:58,-6.369028,34.888822,509,183,21,305
646,,Thailand,2021-04-24 09:20:58,15.870032,100.992541,53022,26873,129,26020
647,,Timor-Leste,2021-04-24 09:20:58,-8.874217,125.727539,1739,814,3,922
648,,Togo,2021-04-24 09:20:58,8.6195,0.8248,12742,10614,121,2007
649,,Trinidad and Tobago,2021-04-24 09:20:58,10.6918,-61.2225,9383,8065,157,1161
650,,Tunisia,2021-04-24 09:20:58,33.886917,9.537499,296343,246001,10170,40172
651,,Turkey,2021-04-24 09:20:58,38.9637,35.2433,4550820,3970111,37672,543037
652,,Uganda,2021-04-24 09:20:58,1.373333,32.290275,41575,40898,341,336
653,Cherkasy Oblast,Ukraine,2021-04-24 09:20:58,49.4444,32.0598,72245,57214,956,14075
654,Chernihiv Oblast,Ukraine,2021-04-24 09:20:58,51.4982,31.2893,52083,39743,1075,11265
655,Chernivtsi Oblast,Ukraine,2021-04-24 09:20:58,48.2917,25.9352,76423,58707,1608,16108
656,Crimea Republic*,Ukraine,2021-04-24 09:20:58,45.2835,34.2008,39869,37068,1186,1615
657,Dnipropetrovsk Oblast,Ukraine,2021-04-24 09:20:58,48.4647,35.0462,116466,91938,3134,21394
658,Donetsk Oblast,Ukraine,2021-04-24 09:20:58,48.0159,37.8028,76011,57678,1646,16687
659,Ivano-Frankivsk Oblast,Ukraine,2021-04-24 09:20:58,48.9226,24.7111,83301,75456,1926,5919
660,Kharkiv Oblast,Ukraine,2021-04-24 09:20:58,49.9935,36.2304,131237,101623,2557,27057
661,Kherson Oblast,Ukraine,2021-04-24 09:20:58,46.6354,32.6169,30056,23960,874,5222
662,Khmelnytskyi Oblast,Ukraine,2021-04-24 09:20:58,49.423,26.9871,81560,64857,1535,15168
663,Kiev,Ukraine,2021-04-24 09:20:58,50.4501,30.5234,191165,119737,4415,67013
664,Kiev Oblast,Ukraine,2021-04-24 09:20:58,50.053,30.7667,116277,93287,2239,20751
665,Kirovohrad Oblast,Ukraine,2021-04-24 09:20:58,48.5079,32.2623,17142,10420,606,6116
666,Luhansk Oblast,Ukraine,2021-04-24 09:20:58,48.574,39.3078,22382,17555,670,4157
667,Lviv Oblast,Ukraine,2021-04-24 09:20:58,49.8397,24.0297,126843,95415,3154,28274
668,Mykolaiv Oblast,Ukraine,2021-04-24 09:20:58,46.975,31.9946,61217,49386,1534,10297
669,Odessa Oblast,Ukraine,2021-04-24 09:20:58,46.4846,30.7326,130631,93733,2396,34502
670,Poltava Oblast,Ukraine,2021-04-24 09:20:58,49.5883,34.5514,69129,58020,1462,9647
671,Rivne Oblast,Ukraine,2021-04-24 09:20:58,50.6199,26.2516,69457,59153,973,9331
672,Sevastopol*,Ukraine,2021-04-24 09:20:58,44.6054,33.522,13932,12790,606,536
673,Sumy Oblast,Ukraine,2021-04-24 09:20:58,50.9077,34.7981,70956,59565,1074,10317
674,Ternopil Oblast,Ukraine,2021-04-24 09:20:58,49.5535,25.5948,64664,54765,1021,8878
675,Vinnytsia Oblast,Ukraine,2021-04-24 09:20:58,49.2331,28.4682,66795,47831,1452,17512
676,Volyn Oblast,Ukraine,2021-04-24 09:20:58,50.7472,25.3254,55592,46483,953,8156
677,Zakarpattia Oblast,Ukraine,2021-04-24 09:20:58,48.6208,22.2879,59503,51209,1494,6800
678,Zaporizhia Oblast,Ukraine,2021-04-24 09:20:58,47.8388,35.1396,93436,74170,1807,17459
679,Zhytomyr Oblast,Ukraine,2021-04-24 09:20:58,50.2547,28.6587,82770,64049,1531,17190
680,,United Arab Emirates,2021-04-24 09:20:58,23.424076,53.847818,506845,488664,1567,16614
681,Anguilla,United Kingdom,2021-04-24 09:20:58,18.2206,-63.0686,29,25,0,29
682,Bermuda,United Kingdom,2021-04-24 09:20:58,32.3078,-64.7505,2315,1572,23,720
683,British Virgin Islands,United Kingdom,2021-04-24 09:20:58,18.4207,-64.64,194,183,1,10
684,Cayman Islands,United Kingdom,2021-04-24 09:20:58,19.3133,-81.2546,531,509,2,20
685,Channel Islands,United Kingdom,2021-04-24 09:20:58,49.3723,-2.3644,4111,3956,86,69
686,England,United Kingdom,2021-04-24 09:20:58,52.3555,-1.1743,3845537,0,112054,3733483
687,Falkland Islands (Malvinas),United Kingdom,2021-04-24 09:20:58,-51.7963,-59.5236,63,62,0,1
688,Gibraltar,United Kingdom,2021-04-24 09:20:58,36.1408,-5.3536,4283,4173,94,16
689,Isle of Man,United Kingdom,2021-04-24 09:20:58,54.2361,-4.5481,1585,1545,29,11
690,Montserrat,United Kingdom,2021-04-24 09:20:58,16.742498,-62.187366,20,19,1,0
691,Northern Ireland,United Kingdom,2021-04-24 09:20:58,54.7877,-6.4923,119559,0,2141,117418
692,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-04-24 09:20:58,-7.9467,-14.3559,4,4,0,0
693,Scotland,United Kingdom,2021-04-24 09:20:58,56.4907,-4.2026,224851,0,7647,217204
694,Turks and Caicos Islands,United Kingdom,2021-04-24 09:20:58,21.694,-71.7979,2375,2326,17,32
695,Unknown,United Kingdom,2021-04-24 09:20:58,,,0,0,0,0
696,Wales,United Kingdom,2021-04-24 09:20:58,52.1307,-3.7837,211162,0,5543,205619
697,,Uruguay,2021-04-24 09:20:58,-32.5228,-55.7658,179537,148561,2227,28749
698,,Uzbekistan,2021-04-24 09:20:58,41.377491,64.585262,88679,85536,642,2501
699,,Vanuatu,2021-04-24 09:20:58,-15.3767,166.9592,4,3,1,0
700,,Venezuela,2021-04-24 09:20:58,6.4238,-66.5897,189381,172035,2009,15337
701,,Vietnam,2021-04-24 09:20:58,14.058324,108.277199,2832,2490,35,307
702,,West Bank and Gaza,2021-04-24 09:20:58,31.9522,35.2332,289120,259105,3138,26877
703,,Yemen,2021-04-24 09:20:58,15.552727,48.516388,6056,2454,1165,2437
704,,Zambia,2021-04-24 09:20:58,-13.133897,27.849332,91251,89256,1245,750
705,,Zimbabwe,2021-04-24 09:20:58,-19.015438,29.154857,38045,35094,1556,1395
706,Mississippi,US,2021-04-24 09:20:58,32.741646,-89.678696,310349,0,7175,0
707,Grand Princess,US,2020-08-04 02:27:56,37.64894,-122.665479,103,0,3,0
708,Oklahoma,US,2021-04-24 09:20:58,35.565342,-96.928917,446550,0,6716,0
709,Delaware,US,2021-04-24 09:20:58,39.318523,-75.507141,102593,0,1609,0
710,Minnesota,US,2021-04-24 09:20:58,45.694454,-93.900192,564584,0,7142,0
711,Illinois,US,2021-04-24 09:20:58,40.349457,-88.986137,1315983,0,24083,0
712,Arkansas,US,2021-04-24 09:20:58,34.969704,-92.373123,334458,0,5716,0
713,New Mexico,US,2021-04-24 09:20:58,34.840515,-106.248482,196221,0,4024,0
714,Indiana,US,2021-04-24 09:20:58,39.849426,-86.258278,712858,0,13256,0
715,Louisiana,US,2021-04-24 09:20:58,31.169546,-91.867805,455541,0,10336,0
716,Texas,US,2021-04-24 09:20:58,31.054487,-97.563461,2870407,0,49877,0
717,Wisconsin,US,2021-04-24 09:20:58,44.268543,-89.616508,655410,0,7452,0
718,Kansas,US,2021-04-24 09:20:58,38.5266,-96.726486,308883,0,4924,0
719,Recovered,US,2021-04-24 09:20:58,0.0,0.0,0,0,0,0
721,Connecticut,US,2021-04-24 09:20:58,41.597782,-72.755371,334766,0,8047,0
722,Virgin Islands,US,2021-04-24 09:20:58,18.3358,-64.8963,3068,0,27,0
723,California,US,2021-04-24 09:20:58,36.116203,-119.681564,3729116,0,61401,0
724,Puerto Rico,US,2021-04-24 09:20:58,18.2208,-66.5901,127450,0,2263,0
725,Georgia,US,2021-04-24 09:20:58,33.040619,-83.643074,1091339,0,19917,0
726,North Dakota,US,2021-04-24 09:20:58,47.528912,-99.784012,106537,0,1517,0
727,Pennsylvania,US,2021-04-24 09:20:58,40.590752,-77.209755,1128688,0,25927,0
728,West Virginia,US,2021-04-24 09:20:58,38.491226,-80.954453,150693,0,2813,0
729,Alaska,US,2021-04-24 09:20:58,61.370716,-152.404419,67059,0,334,0
730,Tennessee,US,2021-04-24 09:20:58,35.747845,-86.692345,841049,0,12142,0
732,Missouri,US,2021-04-24 09:20:58,38.456085,-92.288368,587870,0,9068,0
733,South Dakota,US,2021-04-24 09:20:58,44.299782,-99.438828,121850,0,1957,0
734,Colorado,US,2021-04-24 09:20:58,39.059811,-105.311104,498758,0,6231,0
735,New Jersey,US,2021-04-24 09:20:58,40.298904,-74.521011,993414,0,25328,0
736,Guam,US,2021-04-24 09:20:58,13.4443,144.7937,7911,0,136,0
737,Washington,US,2021-04-24 09:20:58,47.400902,-121.490494,393594,0,5434,0
738,New York,US,2021-04-24 09:20:58,42.165726,-74.948051,2022891,0,51892,0
739,Nevada,US,2021-04-24 09:20:58,38.313515,-117.055374,312840,0,5422,0
740,Northern Mariana Islands,US,2021-04-24 09:20:58,15.0979,145.6739,164,0,2,0
741,Diamond Princess,US,2020-08-04 02:27:56,35.4437,139.638,49,0,0,0
742,Maryland,US,2021-04-24 09:20:58,39.063946,-76.802101,441155,0,8633,0
743,Idaho,US,2021-04-24 09:20:58,44.240459,-114.478828,186183,0,2031,0
744,Wyoming,US,2021-04-24 09:20:58,42.755966,-107.30249,57696,0,705,0
745,Arizona,US,2021-04-24 09:20:58,33.729759,-111.431221,857347,0,17238,0
746,Iowa,US,2021-04-24 09:20:58,42.011539,-93.210526,362593,0,5907,0
747,Michigan,US,2021-04-24 09:20:58,43.326618,-84.536095,906596,0,18283,0
748,Utah,US,2021-04-24 09:20:58,40.150032,-111.862434,394678,0,2179,0
749,Virginia,US,2021-04-24 09:20:58,37.769337,-78.169968,652321,0,10666,0
750,Oregon,US,2021-04-24 09:20:58,44.572021,-122.070938,179120,0,2477,0
751,Montana,US,2021-04-24 09:20:58,46.921925,-110.454353,107873,0,1559,0
752,New Hampshire,US,2021-04-24 09:20:58,43.452492,-71.563896,93231,0,1281,0
753,Massachusetts,US,2021-04-24 09:20:58,42.230171,-71.530106,680007,0,17528,0
754,South Carolina,US,2021-04-24 09:20:58,33.856892,-80.945007,573225,0,9404,0
755,Vermont,US,2021-04-24 09:20:58,44.045876,-72.710686,22416,0,243,0
756,Florida,US,2021-04-24 09:20:58,27.766279,-81.686783,2196502,0,34759,0
757,Hawaii,US,2021-04-24 09:20:58,21.094318,-157.498337,33178,0,477,0
758,Kentucky,US,2021-04-24 09:20:58,37.66814,-84.670067,440149,0,6403,0
759,Rhode Island,US,2021-04-24 09:20:58,41.680893,-71.51178,146324,0,2660,0
760,Nebraska,US,2021-04-24 09:20:58,41.12537,-98.268082,218197,0,2241,0
761,Ohio,US,2021-04-24 09:20:58,40.388783,-82.764915,1061907,0,19122,0
762,Alabama,US,2021-04-24 09:20:58,32.3182,-86.9023,525477,0,10840,0
763,North Carolina,US,2021-04-24 09:20:58,35.630066,-79.806419,956932,0,12523,0
764,District of Columbia,US,2021-04-24 09:20:58,38.897438,-77.026817,47141,0,1099,0
765,Maine,US,2021-04-24 09:20:58,44.693947,-69.381927,59239,0,771,0
